date,PM2.5,TEMP,DEWP
2014-01-14 16:00:00,106.0,0.8,-13.7
2014-01-14 17:00:00,106.0,0.2,-14.2
2014-01-14 18:00:00,106.0,0.0,-14.0
2014-01-14 19:00:00,105.0,-1.0,-13.9
2014-01-14 20:00:00,87.0,-3.3,-12.8
2014-01-14 21:00:00,81.0,-5.7,-12.9
2014-01-14 22:00:00,81.0,-6.8,-12.1
2014-01-14 23:00:00,106.0,-7.8,-11.8
2014-01-15 00:00:00,103.0,-8.4,-12.4
2014-01-15 01:00:00,139.0,-6.6,-12.3
2014-01-15 02:00:00,161.0,-7.1,-12.8
2014-01-15 03:00:00,176.0,-8.3,-12.5
2014-01-15 04:00:00,79.0,-8.4,-12.9
2014-01-15 05:00:00,72.0,-9.3,-12.8
2014-01-15 06:00:00,70.0,-10.0,-12.5
2014-01-15 07:00:00,50.0,-10.2,-12.7
2014-01-15 08:00:00,46.0,-7.9,-11.4
2014-01-15 09:00:00,41.0,-1.5,-13.4
2014-01-15 10:00:00,44.0,0.6,-14.6
2014-01-15 11:00:00,49.0,2.3,-14.8
2014-01-15 12:00:00,49.0,4.6,-15.3
2014-01-15 13:00:00,44.0,5.7,-15.6
2014-01-15 14:00:00,44.0,6.4,-16.3
2014-01-15 15:00:00,47.0,5.5,-16.4
2014-01-15 16:00:00,50.0,2.8,-14.9
2014-01-15 17:00:00,60.0,-0.6,-12.9
2014-01-15 18:00:00,127.0,-0.1,-10.6
2014-01-15 19:00:00,357.0,-1.9,-8.9
2014-01-15 20:00:00,436.0,-0.2,-8.4
2014-01-15 21:00:00,463.0,-1.0,-8.5
2014-01-15 22:00:00,472.0,-1.7,-8.7
2014-01-15 23:00:00,494.0,-2.8,-8.3
2014-01-16 00:00:00,499.0,-3.5,-8.8
2014-01-16 01:00:00,511.0,-2.0,-12.4
2014-01-16 02:00:00,530.0,-1.9,-11.0
2014-01-16 03:00:00,538.0,-2.1,-9.0
2014-01-16 04:00:00,535.0,-1.8,-7.9
2014-01-16 05:00:00,521.0,-2.1,-7.8
2014-01-16 06:00:00,475.0,-2.7,-8.6
2014-01-16 07:00:00,398.0,-3.3,-9.6
2014-01-16 08:00:00,383.0,-2.3,-10.4
2014-01-16 09:00:00,389.0,-0.8,-10.2
2014-01-16 10:00:00,396.0,0.7,-9.1
2014-01-16 11:00:00,418.0,2.3,-6.8
2014-01-16 12:00:00,422.0,4.5,-10.8
2014-01-16 13:00:00,288.0,6.2,-13.4
2014-01-16 14:00:00,165.0,6.9,-15.2
2014-01-16 15:00:00,123.0,6.1,-13.5
2014-01-16 16:00:00,123.0,3.4,-11.8
2014-01-16 17:00:00,136.0,0.8,-9.3
2014-01-16 18:00:00,230.0,0.0,-6.6
2014-01-16 19:00:00,280.0,0.6,-4.1
2014-01-16 20:00:00,350.0,0.9,-3.2
2014-01-16 21:00:00,356.0,-0.2,-3.1
2014-01-16 22:00:00,273.0,0.4,-2.5
2014-01-16 23:00:00,253.0,0.5,-2.2
2014-01-17 00:00:00,277.0,0.0,-2.7
2014-01-17 01:00:00,254.0,-0.1,-2.6
2014-01-17 02:00:00,236.0,-0.3,-3.0
2014-01-17 03:00:00,241.0,-0.7,-2.9
2014-01-17 04:00:00,195.0,-1.2,-5.1
2014-01-17 05:00:00,121.0,-1.5,-5.7
2014-01-17 06:00:00,89.0,-1.6,-5.5
2014-01-17 07:00:00,89.0,-1.7,-5.4
2014-01-17 08:00:00,74.0,-1.6,-5.3
2014-01-17 09:00:00,71.0,-0.9,-5.9
2014-01-17 10:00:00,70.0,0.4,-6.0
2014-01-17 11:00:00,87.0,1.6,-6.7
2014-01-17 12:00:00,100.0,3.5,-8.5
2014-01-17 13:00:00,85.0,5.2,-11.9
2014-01-17 14:00:00,62.0,6.5,-14.9
2014-01-17 15:00:00,12.0,6.0,-15.3
2014-01-17 16:00:00,11.0,4.2,-15.7
2014-01-17 17:00:00,9.0,0.3,-9.4
2014-01-17 18:00:00,11.0,-2.4,-9.5
2014-01-17 19:00:00,82.0,-2.9,-13.5
2014-01-17 20:00:00,102.0,-2.5,-6.3
2014-01-17 21:00:00,176.0,-4.2,-7.0
2014-01-17 22:00:00,282.0,-5.1,-6.9
2014-01-17 23:00:00,240.0,-5.4,-6.8
2014-01-18 00:00:00,48.0,-6.7,-8.1
2014-01-18 01:00:00,21.0,-6.9,-8.1
2014-01-18 02:00:00,17.0,-7.1,-8.8
2014-01-18 03:00:00,15.0,-3.7,-10.3
2014-01-18 04:00:00,16.0,-5.0,-11.6
2014-01-18 05:00:00,15.0,-6.0,-12.3
2014-01-18 06:00:00,16.0,-7.0,-11.9
2014-01-18 07:00:00,19.0,-7.8,-12.3
2014-01-18 08:00:00,29.0,-4.8,-9.8
2014-01-18 09:00:00,36.0,2.9,-14.8
2014-01-18 10:00:00,39.0,4.4,-15.5
2014-01-18 11:00:00,40.0,5.3,-15.9
2014-01-18 12:00:00,35.0,6.0,-11.6
2014-01-18 13:00:00,42.0,5.6,-12.0
2014-01-18 14:00:00,144.0,5.2,-12.3
2014-01-18 15:00:00,105.0,4.1,-12.4
2014-01-18 16:00:00,87.0,3.6,-13.3
2014-01-18 17:00:00,85.0,2.8,-11.9
2014-01-18 18:00:00,96.0,1.9,-11.6
2014-01-18 19:00:00,97.0,0.2,-11.2
2014-01-18 20:00:00,101.0,1.7,-11.5
2014-01-18 21:00:00,102.0,1.0,-10.8
2014-01-18 22:00:00,129.0,0.2,-10.6
2014-01-18 23:00:00,115.0,-0.5,-11.0
2014-01-19 00:00:00,138.0,-1.0,-10.6
2014-01-19 01:00:00,143.0,-1.3,-9.2
2014-01-19 02:00:00,127.0,-1.9,-7.4
2014-01-19 03:00:00,113.0,-2.1,-8.8
2014-01-19 04:00:00,104.0,-2.1,-7.6
2014-01-19 05:00:00,99.0,-2.0,-6.9
2014-01-19 06:00:00,87.0,-2.1,-6.7
2014-01-19 07:00:00,106.0,-2.1,-6.1
2014-01-19 08:00:00,116.0,-1.9,-6.1
2014-01-19 09:00:00,116.0,-1.5,-6.5
2014-01-19 10:00:00,120.0,-0.8,-6.0
2014-01-19 11:00:00,123.0,0.3,-5.7
2014-01-19 12:00:00,143.0,1.6,-6.0
2014-01-19 13:00:00,162.0,3.1,-6.3
2014-01-19 14:00:00,173.0,3.4,-7.4
2014-01-19 15:00:00,177.0,2.8,-7.4
2014-01-19 16:00:00,171.0,2.1,-7.5
2014-01-19 17:00:00,182.0,5.2,-14.3
2014-01-19 18:00:00,143.0,4.4,-15.5
2014-01-19 19:00:00,27.0,2.7,-17.0
2014-01-19 20:00:00,27.0,2.0,-17.0
2014-01-19 21:00:00,19.0,1.5,-16.9
2014-01-19 22:00:00,20.0,1.1,-17.3
2014-01-19 23:00:00,16.0,0.7,-17.6
2014-01-20 00:00:00,16.0,0.3,-17.5
2014-01-20 01:00:00,11.0,-0.3,-17.1
2014-01-20 02:00:00,9.0,-0.8,-17.5
2014-01-20 03:00:00,7.0,-1.2,-17.9
2014-01-20 04:00:00,5.0,-1.5,-17.7
2014-01-20 05:00:00,3.0,-1.7,-17.4
2014-01-20 06:00:00,6.0,-1.7,-17.4
2014-01-20 07:00:00,7.0,-1.8,-17.5
2014-01-20 08:00:00,7.0,-1.1,-17.3
2014-01-20 09:00:00,10.0,0.2,-17.6
2014-01-20 10:00:00,14.0,0.6,-17.7
2014-01-20 11:00:00,9.0,1.5,-17.4
2014-01-20 12:00:00,9.0,2.2,-17.4
2014-01-20 13:00:00,12.0,2.2,-17.4
2014-01-20 14:00:00,10.0,2.8,-17.4
2014-01-20 15:00:00,12.0,2.6,-17.6
2014-01-20 16:00:00,8.0,1.8,-17.7
2014-01-20 17:00:00,9.0,0.7,-17.1
2014-01-20 18:00:00,6.0,-0.1,-16.9
2014-01-20 19:00:00,14.0,-0.6,-16.9
2014-01-20 20:00:00,11.0,-0.9,-17.2
2014-01-20 21:00:00,10.0,-1.3,-17.1
2014-01-20 22:00:00,7.0,-1.7,-17.4
2014-01-20 23:00:00,9.0,-2.1,-17.8
2014-01-21 00:00:00,10.0,-3.1,-17.9
2014-01-21 01:00:00,9.0,-3.9,-17.8
2014-01-21 02:00:00,11.0,-4.9,-17.4
2014-01-21 03:00:00,11.0,-3.3,-18.1
2014-01-21 04:00:00,16.0,-4.0,-18.3
2014-01-21 05:00:00,14.0,-4.3,-18.2
2014-01-21 06:00:00,14.0,-5.3,-17.7
2014-01-21 07:00:00,18.0,-6.0,-17.4
2014-01-21 08:00:00,19.0,-2.9,-18.1
2014-01-21 09:00:00,20.0,-0.4,-18.1
2014-01-21 10:00:00,23.0,1.3,-17.6
2014-01-21 11:00:00,23.0,1.8,-17.7
2014-01-21 12:00:00,17.0,2.2,-17.4
2014-01-21 13:00:00,23.0,3.3,-17.6
2014-01-21 14:00:00,34.0,3.4,-17.5
2014-01-21 15:00:00,48.0,3.2,-17.7
2014-01-21 16:00:00,43.0,2.3,-17.8
2014-01-21 17:00:00,57.0,1.7,-18.3
2014-01-21 18:00:00,56.0,0.6,-17.7
2014-01-21 19:00:00,54.0,-2.1,-17.4
2014-01-21 20:00:00,80.0,-3.0,-17.0
2014-01-21 21:00:00,97.0,-4.6,-15.0
2014-01-21 22:00:00,108.0,-5.8,-13.4
2014-01-21 23:00:00,122.0,-6.2,-14.9
2014-01-22 00:00:00,119.0,-3.7,-16.3
2014-01-22 01:00:00,141.0,-4.5,-16.1
2014-01-22 02:00:00,148.0,-5.0,-16.0
2014-01-22 03:00:00,140.0,-6.1,-15.9
2014-01-22 04:00:00,125.0,-6.0,-16.0
2014-01-22 05:00:00,114.0,-6.2,-16.0
2014-01-22 06:00:00,116.0,-7.5,-15.5
2014-01-22 07:00:00,75.0,-6.3,-14.8
2014-01-22 08:00:00,74.0,-3.8,-15.2
2014-01-22 09:00:00,65.0,-1.1,-16.5
2014-01-22 10:00:00,65.0,1.2,-16.2
2014-01-22 11:00:00,73.0,2.0,-16.5
2014-01-22 12:00:00,86.0,4.1,-15.8
2014-01-22 13:00:00,96.0,5.8,-15.5
2014-01-22 14:00:00,99.0,7.0,-15.8
2014-01-22 15:00:00,113.0,6.4,-15.6
2014-01-22 16:00:00,114.0,3.9,-15.4
2014-01-22 17:00:00,117.0,1.5,-13.4
2014-01-22 18:00:00,136.0,-1.4,-11.8
2014-01-22 19:00:00,164.0,-3.1,-12.1
2014-01-22 20:00:00,177.0,-4.0,-13.2
2014-01-22 21:00:00,179.0,-4.8,-10.8
2014-01-22 22:00:00,181.0,-4.7,-12.6
2014-01-22 23:00:00,172.0,-3.1,-13.4
2014-01-23 00:00:00,168.0,-2.9,-13.8
2014-01-23 01:00:00,257.0,-3.3,-13.3
2014-01-23 02:00:00,287.0,-3.3,-13.6
2014-01-23 03:00:00,277.0,-3.9,-14.1
2014-01-23 04:00:00,250.0,-4.2,-13.9
2014-01-23 05:00:00,217.0,-4.9,-14.0
2014-01-23 06:00:00,191.0,-4.3,-13.7
2014-01-23 07:00:00,173.0,-4.5,-13.9
2014-01-23 08:00:00,179.0,-3.1,-13.7
2014-01-23 09:00:00,178.0,-1.1,-13.3
2014-01-23 11:00:00,191.0,2.3,-12.7
2014-01-23 12:00:00,208.0,2.9,-12.2
2014-01-23 13:00:00,223.0,3.7,-12.3
2014-01-23 14:00:00,200.0,3.9,-12.1
2014-01-23 15:00:00,200.0,3.8,-11.8
2014-01-23 16:00:00,202.0,2.5,-11.8
2014-01-23 17:00:00,207.0,-0.4,-11.5
2014-01-23 18:00:00,213.0,-1.9,-10.2
2014-01-23 19:00:00,231.0,-3.6,-8.7
2014-01-23 20:00:00,250.0,-0.8,-9.9
2014-01-23 21:00:00,265.0,-3.1,-9.2
2014-01-23 22:00:00,280.0,-3.2,-9.9
2014-01-23 23:00:00,281.0,-1.9,-11.0
2014-01-24 00:00:00,286.0,-1.4,-11.0
2014-01-24 01:00:00,276.0,-1.3,-11.2
2014-01-24 02:00:00,257.0,-1.1,-11.0
2014-01-24 03:00:00,261.0,-1.9,-11.0
2014-01-24 04:00:00,261.0,-1.7,-10.5
2014-01-24 05:00:00,236.0,-2.4,-10.0
2014-01-24 06:00:00,215.0,-3.3,-10.0
2014-01-24 07:00:00,221.0,-2.8,-9.3
2014-01-24 08:00:00,223.0,-0.8,-8.5
2014-01-24 09:00:00,206.0,1.8,-9.5
2014-01-24 10:00:00,180.0,3.2,-10.5
2014-01-24 11:00:00,188.0,4.4,-10.5
2014-01-24 12:00:00,163.0,6.0,-10.7
2014-01-24 13:00:00,153.0,7.7,-12.2
2014-01-24 14:00:00,92.0,8.8,-12.4
2014-01-24 15:00:00,76.0,8.8,-13.0
2014-01-24 16:00:00,64.0,7.8,-13.2
2014-01-24 17:00:00,38.0,6.1,-14.6
2014-01-24 18:00:00,30.0,5.1,-16.1
2014-01-24 19:00:00,40.0,1.3,-10.8
2014-01-24 20:00:00,43.0,-0.3,-10.3
2014-01-24 21:00:00,36.0,1.9,-12.7
2014-01-24 22:00:00,29.0,3.3,-15.4
2014-01-24 23:00:00,53.0,1.4,-15.2
2014-01-25 00:00:00,65.0,0.6,-14.2
2014-01-25 01:00:00,65.0,0.8,-12.6
2014-01-25 02:00:00,56.0,-1.0,-11.7
2014-01-25 03:00:00,35.0,1.8,-15.7
2014-01-25 04:00:00,35.0,4.4,-16.7
2014-01-25 05:00:00,23.0,4.1,-16.9
2014-01-25 06:00:00,13.0,4.4,-17.9
2014-01-25 07:00:00,6.0,3.9,-17.7
2014-01-25 08:00:00,8.0,4.7,-17.0
2014-01-25 09:00:00,8.0,5.7,-17.5
2014-01-25 10:00:00,16.0,6.8,-18.1
2014-01-25 11:00:00,16.0,6.8,-18.1
2014-01-25 12:00:00,9.0,7.4,-18.4
2014-01-25 13:00:00,5.0,8.2,-17.0
2014-01-25 14:00:00,9.0,6.8,-16.6
2014-01-25 15:00:00,9.0,6.2,-17.1
2014-01-25 16:00:00,9.0,5.0,-17.4
2014-01-25 17:00:00,11.0,4.1,-17.5
2014-01-25 18:00:00,11.0,3.4,-18.1
2014-01-25 23:00:00,55.0,-0.6,-5.0
2014-01-26 00:00:00,33.0,-1.6,-5.3
2014-01-26 01:00:00,20.0,-0.9,-5.7
2014-01-26 02:00:00,28.0,-0.9,-6.5
2014-01-26 03:00:00,25.0,-1.3,-6.5
2014-01-26 04:00:00,20.0,-1.6,-6.2
2014-01-26 05:00:00,19.0,-1.8,-7.7
2014-01-26 06:00:00,19.0,-2.1,-8.0
2014-01-26 07:00:00,16.0,-2.3,-8.0
2014-01-26 08:00:00,18.0,-1.6,-7.3
2014-01-26 09:00:00,21.0,-0.6,-7.2
2014-01-26 10:00:00,24.0,0.2,-7.6
2014-01-26 11:00:00,24.0,0.9,-7.9
2014-01-26 12:00:00,25.0,1.6,-7.7
2014-01-26 13:00:00,29.0,2.5,-8.0
2014-01-26 14:00:00,41.0,2.6,-8.2
2014-01-26 15:00:00,51.0,2.8,-8.3
2014-01-26 16:00:00,67.0,2.0,-8.4
2014-01-26 17:00:00,69.0,1.7,-8.2
2014-01-26 18:00:00,62.0,-0.1,-7.8
2014-01-26 19:00:00,74.0,0.4,-7.4
2014-01-26 20:00:00,85.0,-2.2,-7.7
2014-01-26 21:00:00,94.0,-3.8,-7.6
2014-01-26 22:00:00,99.0,-2.6,-7.5
2014-01-26 23:00:00,108.0,-2.2,-8.1
2014-01-27 00:00:00,102.0,-2.9,-7.6
2014-01-27 01:00:00,106.0,-3.1,-7.3
2014-01-27 02:00:00,105.0,-3.3,-7.5
2014-01-27 03:00:00,96.0,-3.5,-7.3
2014-01-27 04:00:00,96.0,-3.9,-7.7
2014-01-27 05:00:00,97.0,-4.1,-7.7
2014-01-27 06:00:00,108.0,-4.8,-8.2
2014-01-27 07:00:00,120.0,-4.7,-8.0
2014-01-27 08:00:00,123.0,-3.5,-7.6
2014-01-27 09:00:00,121.0,-1.4,-7.7
2014-01-27 10:00:00,134.0,1.0,-7.5
2014-01-27 11:00:00,137.0,2.8,-8.0
2014-01-27 12:00:00,133.0,5.0,-8.5
2014-01-27 13:00:00,148.0,8.0,-8.6
2014-01-27 14:00:00,146.0,9.9,-8.3
2014-01-27 15:00:00,113.0,12.6,-13.4
2014-01-27 16:00:00,75.0,11.0,-16.4
2014-01-27 17:00:00,61.0,9.6,-19.5
2014-01-27 18:00:00,15.0,6.7,-18.2
2014-01-27 19:00:00,15.0,6.0,-18.8
2014-01-27 20:00:00,13.0,4.7,-19.1
2014-01-27 21:00:00,11.0,3.3,-18.2
2014-01-27 22:00:00,7.0,1.1,-17.8
2014-01-28 00:00:00,6.0,0.6,-18.7
2014-01-28 01:00:00,5.0,0.0,-18.7
2014-01-28 02:00:00,9.0,-0.8,-18.0
2014-01-28 03:00:00,6.0,-0.9,-18.5
2014-01-28 04:00:00,7.0,-1.2,-17.9
2014-01-28 05:00:00,11.0,-3.5,-14.9
2014-01-28 06:00:00,15.0,-5.5,-16.1
2014-01-28 07:00:00,18.0,-6.9,-14.0
2014-01-28 08:00:00,18.0,-0.8,-17.1
2014-01-28 09:00:00,21.0,1.9,-17.6
2014-01-28 10:00:00,20.0,3.4,-14.8
2014-01-28 11:00:00,17.0,4.4,-9.4
2014-01-28 12:00:00,48.0,4.8,-9.4
2014-01-28 13:00:00,65.0,4.8,-8.0
2014-01-28 14:00:00,61.0,5.1,-8.4
2014-01-28 15:00:00,58.0,4.9,-8.6
2014-01-28 16:00:00,67.0,4.3,-8.5
2014-01-28 17:00:00,79.0,3.6,-8.1
2014-01-28 18:00:00,81.0,3.1,-8.3
2014-01-28 19:00:00,66.0,2.9,-8.5
2014-01-28 20:00:00,59.0,2.2,-8.8
2014-01-28 21:00:00,65.0,1.0,-8.5
2014-01-28 22:00:00,66.0,-0.3,-7.8
2014-01-28 23:00:00,68.0,-2.5,-8.0
2014-01-29 00:00:00,69.0,-2.5,-6.3
2014-01-29 01:00:00,59.0,-2.8,-6.8
2014-01-29 02:00:00,60.0,-3.3,-6.8
2014-01-29 03:00:00,57.0,-3.7,-6.6
2014-01-29 04:00:00,64.0,-3.9,-6.7
2014-01-29 05:00:00,67.0,-4.0,-6.6
2014-01-29 06:00:00,63.0,-4.2,-7.0
2014-01-29 07:00:00,70.0,-4.6,-7.5
2014-01-29 08:00:00,72.0,-3.4,-7.0
2014-01-29 09:00:00,83.0,-1.9,-6.8
2014-01-29 10:00:00,100.0,-0.5,-6.9
2014-01-29 11:00:00,92.0,1.0,-6.6
2014-01-29 12:00:00,109.0,1.5,-6.6
2014-01-29 13:00:00,125.0,2.7,-6.4
2014-01-29 14:00:00,145.0,2.8,-6.6
2014-01-29 15:00:00,155.0,3.2,-6.5
2014-01-29 16:00:00,158.0,1.8,-6.5
2014-01-29 17:00:00,171.0,-1.4,-7.3
2014-01-29 18:00:00,167.0,-1.6,-6.2
2014-01-29 19:00:00,177.0,-1.4,-6.5
2014-01-29 20:00:00,190.0,-0.9,-6.5
2014-01-29 21:00:00,189.0,-0.9,-6.7
2014-01-29 22:00:00,217.0,-1.6,-6.7
2014-01-29 23:00:00,209.0,-1.8,-6.9
2014-01-30 00:00:00,207.0,-1.3,-7.0
2014-01-30 01:00:00,187.0,-0.9,-7.5
2014-01-30 02:00:00,171.0,-2.4,-8.5
2014-01-30 03:00:00,90.0,-2.4,-9.1
2014-01-30 04:00:00,38.0,-2.6,-11.9
2014-01-30 05:00:00,31.0,-4.7,-11.5
2014-01-30 06:00:00,18.0,2.3,-17.8
2014-01-30 07:00:00,13.0,-0.9,-15.9
2014-01-30 08:00:00,11.0,2.3,-16.8
2014-01-30 09:00:00,12.0,5.1,-17.3
2014-01-30 10:00:00,12.0,7.0,-18.8
2014-01-30 11:00:00,16.0,8.2,-18.7
2014-01-30 12:00:00,13.0,8.9,-18.1
2014-01-30 13:00:00,12.0,9.6,-18.5
2014-01-30 14:00:00,17.0,9.5,-17.6
2014-01-30 15:00:00,18.0,8.2,-17.8
2014-01-30 16:00:00,15.0,7.0,-15.8
2014-01-30 17:00:00,23.0,5.7,-13.3
2014-01-30 18:00:00,32.0,5.0,-13.0
2014-01-30 19:00:00,42.0,4.1,-9.0
2014-01-30 20:00:00,101.0,2.7,-7.0
2014-01-30 21:00:00,112.0,1.5,-7.1
2014-01-30 22:00:00,119.0,0.6,-4.4
2014-01-30 23:00:00,158.0,-0.3,-3.3
2014-01-31 00:00:00,152.0,-1.3,-3.5
2014-01-31 01:00:00,333.0,-0.9,-3.8
2014-01-31 02:00:00,289.0,-0.9,-4.4
2014-01-31 03:00:00,226.0,-1.1,-4.3
2014-01-31 04:00:00,151.0,-1.1,-4.6
2014-01-31 05:00:00,122.0,-1.1,-4.6
2014-01-31 06:00:00,117.0,-1.2,-5.6
2014-01-31 07:00:00,93.0,-1.2,-5.2
2014-01-31 08:00:00,101.0,-0.5,-4.9
2014-01-31 09:00:00,98.0,0.5,-4.7
2014-01-31 10:00:00,73.0,1.2,-4.5
2014-01-31 11:00:00,61.0,2.0,-4.3
2014-01-31 12:00:00,59.0,2.6,-4.0
2014-01-31 13:00:00,55.0,3.2,-3.8
2014-01-31 14:00:00,83.0,3.6,-3.7
2014-01-31 15:00:00,96.0,3.1,-2.8
2014-01-31 16:00:00,119.0,2.8,-2.5
2014-01-31 17:00:00,129.0,2.6,-1.9
2014-01-31 18:00:00,130.0,2.9,-1.8
2014-01-31 19:00:00,134.0,2.9,-1.7
2014-01-31 20:00:00,131.0,2.7,-1.7
2014-01-31 21:00:00,137.0,2.5,-4.3
2014-01-31 22:00:00,140.0,2.1,-4.6
2014-01-31 23:00:00,142.0,2.3,-2.8
2014-02-01 00:00:00,143.0,1.8,-3.1
2014-02-01 01:00:00,144.0,1.6,-2.0
2014-02-01 02:00:00,138.0,1.6,-1.3
2014-02-01 03:00:00,138.0,1.8,-1.5
2014-02-01 04:00:00,145.0,1.8,-1.5
2014-02-01 05:00:00,153.0,1.6,-1.3
2014-02-01 06:00:00,148.0,1.7,-0.7
2014-02-01 07:00:00,153.0,2.1,-0.2
2014-02-01 08:00:00,150.0,2.5,0.4
2014-02-01 09:00:00,156.0,2.7,0.3
2014-02-01 10:00:00,158.0,3.8,0.7
2014-02-01 11:00:00,170.0,4.5,1.3
2014-02-01 12:00:00,134.0,4.8,1.3
2014-02-01 13:00:00,102.0,4.9,1.4
2014-02-01 14:00:00,99.0,4.7,1.5
2014-02-01 15:00:00,103.0,4.6,1.3
2014-02-01 16:00:00,102.0,4.0,1.0
2014-02-01 17:00:00,98.0,3.6,0.8
2014-02-01 18:00:00,101.0,3.4,0.8
2014-02-01 19:00:00,107.0,3.2,0.9
2014-02-01 20:00:00,113.0,2.8,1.0
2014-02-01 21:00:00,112.0,2.5,1.0
2014-02-01 22:00:00,121.0,2.4,0.9
2014-02-01 23:00:00,128.0,2.3,0.8
2014-02-02 00:00:00,127.0,2.2,0.7
2014-02-02 01:00:00,123.0,2.2,0.6
2014-02-02 02:00:00,130.0,2.1,0.6
2014-02-02 03:00:00,137.0,2.0,0.4
2014-02-02 04:00:00,146.0,1.9,0.3
2014-02-02 05:00:00,151.0,1.5,0.2
2014-02-02 06:00:00,151.0,1.2,0.2
2014-02-02 07:00:00,143.0,1.1,-0.1
2014-02-02 08:00:00,136.0,3.8,-3.9
2014-02-02 09:00:00,121.0,7.6,-11.7
2014-02-02 10:00:00,35.0,8.8,-12.4
2014-02-02 11:00:00,16.0,8.9,-12.9
2014-02-02 12:00:00,13.0,9.7,-12.9
2014-02-02 13:00:00,11.0,9.1,-14.7
2014-02-02 14:00:00,16.0,9.2,-15.4
2014-02-02 15:00:00,21.0,8.4,-17.6
2014-02-02 16:00:00,13.0,6.0,-20.4
2014-02-02 17:00:00,13.0,4.7,-21.5
2014-02-02 18:00:00,3.0,4.0,-22.9
2014-02-02 19:00:00,12.0,3.2,-23.6
2014-02-02 20:00:00,8.0,2.5,-24.1
2014-02-02 21:00:00,8.0,2.2,-24.4
2014-02-02 22:00:00,3.0,2.0,-24.5
2014-02-02 23:00:00,3.0,1.9,-24.6
2014-02-03 00:00:00,3.0,1.7,-20.2
2014-02-03 01:00:00,3.0,1.0,-20.1
2014-02-03 02:00:00,10.0,-0.2,-14.9
2014-02-03 03:00:00,6.0,-1.2,-14.7
2014-02-03 04:00:00,6.0,-2.4,-16.9
2014-02-03 05:00:00,3.0,-3.4,-24.4
2014-02-03 06:00:00,3.0,-3.5,-27.2
2014-02-03 07:00:00,3.0,-3.2,-27.8
2014-02-03 08:00:00,4.0,-2.4,-27.2
2014-02-03 09:00:00,5.0,-1.2,-27.1
2014-02-03 10:00:00,3.0,-0.5,-26.5
2014-02-03 11:00:00,3.0,0.6,-26.6
2014-02-03 12:00:00,7.0,1.1,-27.2
2014-02-03 13:00:00,4.0,1.7,-26.8
2014-02-03 14:00:00,8.0,1.5,-26.9
2014-02-03 15:00:00,9.0,1.0,-27.3
2014-02-03 16:00:00,10.0,0.5,-26.7
2014-02-03 17:00:00,4.0,-0.4,-27.4
2014-02-03 18:00:00,5.0,-0.8,-27.7
2014-02-03 19:00:00,3.0,-1.3,-27.1
2014-02-03 20:00:00,4.0,-2.3,-27.1
2014-02-03 21:00:00,10.0,-2.6,-27.3
2014-02-03 22:00:00,8.0,-1.9,-27.6
2014-02-03 23:00:00,9.0,-2.1,-27.8
2014-02-04 00:00:00,3.0,-2.5,-27.2
2014-02-04 01:00:00,3.0,-3.5,-27.2
2014-02-04 02:00:00,5.0,-3.6,-28.1
2014-02-04 03:00:00,3.0,-4.4,-28.0
2014-02-04 04:00:00,4.0,-5.1,-27.8
2014-02-04 05:00:00,3.0,-5.7,-27.6
2014-02-04 06:00:00,6.0,-6.2,-27.3
2014-02-04 07:00:00,5.0,-6.6,-24.8
2014-02-04 08:00:00,11.0,-4.2,-27.1
2014-02-04 09:00:00,11.0,-2.2,-27.0
2014-02-04 10:00:00,10.0,-0.7,-26.7
2014-02-04 11:00:00,5.0,0.3,-26.8
2014-02-04 12:00:00,7.0,0.4,-25.8
2014-02-04 13:00:00,5.0,0.3,-26.8
2014-02-04 14:00:00,8.0,0.7,-25.6
2014-02-04 15:00:00,3.0,0.6,-25.6
2014-02-04 16:00:00,12.0,-0.5,-24.8
2014-02-04 17:00:00,14.0,-1.5,-22.8
2014-02-04 18:00:00,29.0,-1.7,-23.0
2014-02-04 19:00:00,46.0,-1.7,-23.0
2014-02-04 20:00:00,59.0,-2.0,-21.5
2014-02-04 21:00:00,87.0,-2.6,-21.4
2014-02-04 22:00:00,158.0,-3.6,-17.2
2014-02-04 23:00:00,98.0,-4.4,-17.3
2014-02-05 00:00:00,66.0,-4.0,-20.7
2014-02-05 01:00:00,63.0,-3.9,-19.8
2014-02-05 02:00:00,58.0,-4.1,-21.3
2014-02-05 03:00:00,85.0,-5.1,-21.2
2014-02-05 04:00:00,137.0,-5.6,-21.3
2014-02-05 05:00:00,142.0,-6.2,-21.0
2014-02-05 06:00:00,114.0,-6.3,-20.7
2014-02-05 07:00:00,92.0,-6.0,-20.8
2014-02-05 08:00:00,65.0,-5.1,-20.8
2014-02-05 09:00:00,59.0,-3.5,-21.7
2014-02-05 10:00:00,64.0,-2.2,-21.6
2014-02-05 11:00:00,76.0,-0.7,-16.6
2014-02-05 12:00:00,86.0,0.2,-10.6
2014-02-05 13:00:00,77.0,0.8,-9.5
2014-02-05 14:00:00,84.0,0.6,-9.2
2014-02-05 15:00:00,94.0,0.7,-9.3
2014-02-05 16:00:00,94.0,0.2,-9.8
2014-02-05 17:00:00,87.0,0.0,-10.5
2014-02-05 18:00:00,83.0,-0.8,-10.7
2014-02-05 19:00:00,86.0,-0.8,-10.7
2014-02-05 20:00:00,79.0,-2.6,-10.6
2014-02-05 21:00:00,78.0,-3.7,-10.1
